Lousiana,0.06,100000,0,9000,1000,
Maine,0.065,10449,12600,8000,4000,
Maine,0.0795,41849, , , ,
Maryland,0.02,0,4000,6400,3200,
Maryland,0.03,1000,4000,6400,3200,
Maryland,0.04,2000,4000,6400,3200,
Maryland,0.0475,3000,4000,6400,3200,
Maryland,0.05,150000,4000,6400,3200,
Maryland,0.0525,175000,4000,6400,3200,
Maryland,0.055,225000,4000,6400,3200,
Maryland,0.0575,300000,4000,6400,3200,
Massachusetts,0.0515,0,0,8800,1000,
Michigan,4.25% of federal AGI, ,0,4000,0,
Minnisota,0.0535,0,12600,8000,4000,
Minnisota,0.0705,36650,12600,8000,4000,
Minnisota,0.0785,145620,12600,8000,4000,
Minnisota,0.0985,258260,12600,8000,4000,
Mississippi,0.03,0,4600,12000,1500,
Mississippi,0.04,5000,4600,12000,1500,
Mississippi,0.05,10000,4600,12000,1500,
Missouri,0.015,0,12600,4200,1200,
Missouri,0.02,1000,12600,4200,1200,
Missouri,0.025,2000,12600,4200,1200,
Missouri,0.03,3000,12600,4200,1200,
Missouri,0.035,4000,12600,4200,1200,
Missouri,0.04,5000,12600,4200,1200,
Missouri,0.045,6000,12600,4200,1200,
Missouri,0.05,7000,12600,4200,1200,
Missouri,0.055,8000,12600,4200,1200,
Missouri,0.06,9000,12600,4200,1200,
Montana,0.01,0,8740,4660,2330,
Montana,0.02,2800,8740,4660,2330,
Montana,0.03,5000,8740,4660,2330,
Montana,0.04,7600,8740,4660,2330,
Montana,0.05,10300,8740,4660,2330,
Montana,0.06,13300,8740,4660,2330,
Montana,0.069,17000,8740,4660,2330,
Nebraska,0.0246,0,11600,260,130,
Nebraska,0.0351,6090,11600,260,130,
Nebraska,0.0501,36570,11600,260,130,
Nebraska,0.0684,58920,11600,260,130,
Nevada,0,0,0,0,0,
New Hampshire,0.05,0,0,4800,0,
New Jersey,0.014,0,0,2000,1500,
New Jersey,0.0175,20000,0,2000,1500,
New Jersey,0.0245,50000,0,2000,1500,
New Jersey,0.035,70000,0,2000,1500,
New Jersey,0.0553,80000,0,2000,1500,
New Jersey,0.0637,150000,0,2000,1500,
New Jersey,0.0897,500000,0,2000,1500,
New Mexico,0.017,0,12600,4000,4000,
New Mexico,0.032,8000,12600,4000,4000,
New Mexico,0.047,16000,12600,4000,4000,
New Mexico,0.049,24000,12600,4000,4000,
New York,0.045,16950,15850,0,1000,
New York,0.0525,23300,15850,0,1000,
New York,0.059,27550,15850,0,1000,
New York,0.0645,42450,15850,0,1000,
New York,0.0665,159350,15850,0,1000,
New York,0.0685,318750,15850,0,1000,
New York,0.0882,2125450,15850,0,1000,
North Carolina,0.0575,0,15000,0,0,
North Dakota,0.0122,0,12600,8000,4000,
North Dakota,0.0227,61700,12600,8000,4000,
North Dakota,0.0252,148850,12600,8000,4000,
North Dakota,0.0293,226850,12600,8000,4000,
North Dakota,0.0322,405100,12600,8000,4000,
Ohio,0.0053,0,0,4400,2200,
Ohio,0.0106,5200,0,4400,2200,
Ohio,0.0211,10400,0,4400,2200,
Ohio,0.0264,15650,0,4400,2200,
Ohio,0.0317,20900,0,4400,2200,
Ohio,0.037,41700,0,4400,2200,
Ohio,0.0423,83350,0,4400,2200,
Ohio,0.0491,104250,0,4400,2200,
Ohio,0.0533,208500,0,4400,2200,
Oklahoma,0.005,0,11900,2000,1000,
Oklahoma,0.01,2000,11900,2000,1000,
Oklahoma,0.02,5000,11900,2000,1000,
Oklahoma,0.03,7500,11900,2000,1000,
Oklahoma,0.04,9800,11900,2000,1000,
Oklahoma,0.05,12200,11900,2000,1000,
Oklahoma,0.0525,15000,11900,2000,1000,
Oregon,0.05,0,4295,388,194,
Oregon,0.07,6700,4295,388,194,
Oregon,0.09,16800,4295,388,194,
Oregon,0.099,250000,4295,388,194,
Pennsylvania,0.0307,0,0,0,0,
Rhode Island,0.0375,0,16550,7700,3850,
Rhode Island,0.0475,60500,16550,7700,3850,
Rhode Island,0.0599,137650,16550,7700,3850,
South Carolina,0,0,12600,8000,4000,
South Carolina,0.03,2880,12600,8000,4000,
South Carolina,0.04,5760,12600,8000,4000,
South Carolina,0.05,8640,12600,8000,4000,
South Carolina,0.06,11520,12600,8000,4000,
South Carolina,0.07,14400,12600,8000,4000,
South Dakota,0,0,0,0,0,
Tenneessee,0.06,0,0,2500,0,
Texas,0,0,0,0,0,
Utah,0.05,0,0,6000,3000,
Vermont,0.0355,0,12600,4000,4000,
Vermont,0.068,62600,12600,4000,4000,
Vermont,0.078,151200,12600,4000,4000,
Vermont,0.088,230450,12600,4000,4000,
Vermont,0.0895,411500,12600,4000,4000,
Virginia,0.02,0,6000,1860,930,
Virginia,0.03,3000,6000,1860,930,
Virginia,0.05,5000,6000,1860,930,
Virginia,0.0575,17000,6000,1860,930,
Washington,0,0,0,0,0,
West Virginia,0.03,0,0,4000,2000,
West Virginia,0.04,10000,0,4000,2000,
West Virginia,0.045,25000,0,4000,2000,
West Virginia,0.06,40000,0,4000,2000,
West Virginia,0.065,60000,0,4000,2000,
Wisconsin,0.04,0,18460,1400,700,
Wisconsin,0.0584,14790,18460,1400,700,
Wisconsin,0.0627,29580,18460,1400,700,
Wisconsin,0.0765,325700,18460,1400,700,
Wyoming,0,0,0,0,0,
D.C.,0.04,0,6650,2200,2200,
D.C.,0.06,10000,6650,2200,2200,
D.C.,0.07,40000,6650,2200,2200,
D.C.,0.085,60000,6650,2200,2200,
D.C.,0.0895,350000,6650,2200,2200,
